incident_type,severity,affected_residents,timestamp,actual_outage_hrs,actual_cost
tank_overflow,low,19,2025-06-27 00:32:47.036966,1.16,291.73
power_overload,medium,90,2025-06-27 00:51:05.036966,3.26,1505.48
abnormal_infrastructure,critical,1361,2025-06-27 01:06:00.036966,28.07,33823.24
abnormal_infrastructure,critical,1951,2025-06-27 02:00:39.036966,23.66,28501.88
water_shortage,high,240,2025-06-27 02:16:53.036966,9.97,6908.47
tank_overflow,medium,42,2025-06-27 02:46:17.036966,2.47,1040.3
water_shortage,high,729,2025-06-27 02:49:51.036966,14.76,9867.01
power_overload,critical,1384,2025-06-27 03:24:45.036966,47.63,80138.21
power_overload,high,212,2025-06-27 04:16:39.036966,15.45,13142.69
power_outage,medium,39,2025-06-27 04:32:02.036966,11.78,5968.9
water_pressure_drop,high,225,2025-06-27 04:43:35.036966,8.41,4752.11
water_pressure_drop,critical,584,2025-06-27 06:18:47.036966,59.24,64180.08
power_outage,high,625,2025-06-27 06:37:57.036966,34.12,30996.81
power_outage,medium,54,2025-06-27 07:16:19.036966,2.85,1435.58
power_outage,critical,2964,2025-06-27 07:23:39.036966,42.58,76769.4
power_outage,low,22,2025-06-27 07:38:08.036966,2.27,727.96
tank_overflow,medium,110,2025-06-27 07:59:07.036966,4.23,1582.66
water_shortage,critical,1426,2025-06-27 08:11:34.036966,51.0,67520.86
abnormal_infrastructure,critical,2213,2025-06-27 08:20:32.036966,65.79,79109.84
power_overload,critical,1881,2025-06-27 08:33:37.036966,121.69,204641.14
water_pressure_drop,high,183,2025-06-27 10:35:05.036966,5.03,2924.77
abnormal_infrastructure,low,5,2025-06-27 10:39:18.036966,1.25,319.41
water_pressure_drop,low,16,2025-06-27 10:56:02.036966,0.89,334.21
power_overload,critical,1682,2025-06-27 11:00:13.036966,28.91,49097.07
power_outage,medium,93,2025-06-27 11:51:52.036966,6.07,2802.35
power_overload,critical,1047,2025-06-27 12:30:04.036966,54.84,92327.21
water_shortage,low,40,2025-06-27 15:41:52.036966,1.87,590.7
abnormal_infrastructure,high,360,2025-06-27 15:45:49.036966,6.23,3963.66
water_shortage,medium,76,2025-06-27 16:38:04.036966,4.19,1516.89
power_outage,medium,69,2025-06-27 17:20:31.036966,5.89,2751.45
power_outage,medium,39,2025-06-27 17:34:26.036966,8.42,3943.52
abnormal_infrastructure,low,11,2025-06-27 18:28:13.036966,1.33,408.56
tank_overflow,high,196,2025-06-27 18:56:46.036966,19.41,14129.12
tank_overflow,medium,54,2025-06-27 19:54:23.036966,3.8,1422.04
tank_overflow,high,189,2025-06-27 20:51:20.036966,5.84,4461.18
water_shortage,medium,118,2025-06-27 21:17:00.036966,5.89,2241.01
tank_overflow,critical,1055,2025-06-27 21:24:04.036966,41.17,59561.22
power_outage,high,643,2025-06-27 21:29:41.036966,18.17,16590.96
power_overload,low,25,2025-06-27 21:54:03.036966,2.07,668.38
abnormal_infrastructure,critical,543,2025-06-27 22:14:04.036966,8.23,10062.46
tank_overflow,medium,97,2025-06-27 23:06:12.036966,3.34,1260.05
water_pressure_drop,high,125,2025-06-27 23:37:40.036966,4.29,2608.06
tank_overflow,medium,29,2025-06-28 00:49:03.036966,3.86,1615.15
water_pressure_drop,low,22,2025-06-28 01:22:03.036966,1.31,669.87
power_overload,low,18,2025-06-28 03:23:08.036966,3.13,950.85
tank_overflow,medium,41,2025-06-28 06:17:34.036966,6.29,2549.71
tank_overflow,low,12,2025-06-28 06:41:07.036966,1.73,457.34
power_overload,low,30,2025-06-28 07:21:33.036966,1.51,634.81
water_shortage,medium,79,2025-06-28 07:33:03.036966,5.94,2199.84
tank_overflow,critical,2050,2025-06-28 07:53:43.036966,62.07,89550.09
abnormal_infrastructure,high,115,2025-06-28 07:58:19.036966,8.73,5388.77
water_pressure_drop,low,28,2025-06-28 08:25:04.036966,1.91,483.74
power_overload,critical,1353,2025-06-28 08:58:16.036966,47.73,80617.41
water_shortage,high,625,2025-06-28 10:45:55.036966,11.67,7911.41
power_overload,critical,514,2025-06-28 11:39:06.036966,52.57,88651.84
power_outage,low,15,2025-06-28 11:47:33.036966,3.0,1267.42
water_shortage,low,21,2025-06-28 11:53:24.036966,1.6,390.1
tank_overflow,low,15,2025-06-28 14:58:36.036966,1.67,424.97
tank_overflow,high,115,2025-06-28 15:43:16.036966,5.95,4448.34
water_pressure_drop,medium,76,2025-06-28 16:58:20.036966,3.88,1278.5
water_pressure_drop,critical,2137,2025-06-28 17:17:55.036966,158.25,171148.97
power_outage,low,30,2025-06-28 19:44:09.036966,2.67,733.85
power_outage,medium,64,2025-06-28 21:04:35.036966,4.96,2414.64
power_outage,medium,162,2025-06-28 22:31:31.036966,4.93,2269.19
power_overload,high,225,2025-06-28 23:20:35.036966,15.71,13347.69
tank_overflow,high,198,2025-06-29 00:26:31.036966,17.92,13087.19
water_pressure_drop,critical,1640,2025-06-29 00:49:52.036966,8.98,9759.1
power_outage,low,37,2025-06-29 01:08:02.036966,1.74,540.9
power_overload,medium,115,2025-06-29 06:28:31.036966,12.39,5301.95
power_outage,critical,1750,2025-06-29 09:02:26.036966,40.89,73705.25
tank_overflow,low,29,2025-06-29 09:18:20.036966,1.55,465.52
water_shortage,low,24,2025-06-29 10:34:49.036966,1.83,514.72
water_pressure_drop,high,463,2025-06-29 12:29:35.036966,10.61,5935.06
water_shortage,low,15,2025-06-29 17:24:36.036966,1.26,547.32
abnormal_infrastructure,critical,631,2025-06-29 17:52:11.036966,22.98,27768.71
power_outage,critical,2985,2025-06-29 18:32:13.036966,215.41,387837.35
tank_overflow,high,435,2025-06-29 20:21:02.036966,6.17,4744.05
water_pressure_drop,medium,36,2025-06-29 21:49:28.036966,6.22,1808.81
water_shortage,high,181,2025-06-29 22:13:51.036966,15.32,10383.2
water_shortage,medium,126,2025-06-29 22:37:03.036966,3.3,1230.53
tank_overflow,high,396,2025-06-30 00:34:30.036966,6.93,5072.73
power_outage,critical,1467,2025-06-30 01:01:04.036966,57.5,103686.04
water_shortage,high,435,2025-06-30 01:05:26.036966,7.47,5040.72
abnormal_infrastructure,low,16,2025-06-30 01:24:53.036966,2.09,464.36
abnormal_infrastructure,critical,1098,2025-06-30 01:30:29.036966,19.02,23157.33
water_pressure_drop,critical,1009,2025-06-30 01:39:52.036966,65.14,70479.62
water_shortage,critical,2170,2025-06-30 04:22:55.036966,51.6,68261.04
water_pressure_drop,critical,1433,2025-06-30 07:17:01.036966,33.42,36210.72
power_overload,critical,2337,2025-06-30 08:21:18.036966,22.25,37476.02
water_shortage,high,670,2025-06-30 09:20:36.036966,17.63,11768.01
power_overload,medium,113,2025-06-30 09:48:17.036966,9.9,4460.61
water_pressure_drop,low,28,2025-06-30 10:41:26.036966,1.4,307.88
water_shortage,medium,162,2025-06-30 11:08:13.036966,4.33,1668.49
water_shortage,critical,3036,2025-06-30 11:14:06.036966,17.88,23707.97
abnormal_infrastructure,critical,1755,2025-06-30 13:57:47.036966,41.84,50510.29
water_pressure_drop,critical,1451,2025-06-30 14:39:00.036966,13.4,14687.77
power_outage,medium,180,2025-06-30 15:00:44.036966,7.53,3595.8
water_pressure_drop,low,16,2025-06-30 15:57:29.036966,1.17,359.56
water_shortage,medium,109,2025-06-30 18:41:20.036966,6.15,2168.52
power_overload,low,8,2025-06-30 20:08:35.036966,2.88,835.08
water_shortage,low,28,2025-06-30 22:01:00.036966,0.96,551.88
tank_overflow,medium,111,2025-06-30 22:07:36.036966,3.49,1515.09
tank_overflow,critical,2239,2025-06-30 23:20:01.036966,25.0,36677.75
water_pressure_drop,critical,1599,2025-07-01 01:14:34.036966,31.39,33980.04
power_outage,medium,93,2025-07-01 01:54:44.036966,9.52,4472.05
power_overload,low,27,2025-07-01 02:09:38.036966,1.78,544.83
power_overload,high,319,2025-07-01 02:10:38.036966,8.4,7209.23
tank_overflow,medium,25,2025-07-01 02:21:46.036966,3.53,1626.82
power_overload,low,20,2025-07-01 04:10:47.036966,1.27,424.3
power_overload,critical,1287,2025-07-01 04:18:00.036966,60.77,102356.95
power_overload,medium,101,2025-07-01 05:34:07.036966,5.04,2354.0
power_overload,critical,488,2025-07-01 05:40:08.036966,68.65,115671.47
power_outage,critical,885,2025-07-01 07:05:18.036966,26.67,48133.84
tank_overflow,critical,1461,2025-07-01 07:12:49.036966,46.34,66924.53
water_shortage,high,166,2025-07-01 08:22:18.036966,34.54,22888.14
power_overload,critical,678,2025-07-01 09:11:19.036966,26.05,43980.69
water_pressure_drop,high,213,2025-07-01 09:21:38.036966,11.36,6574.83
water_shortage,low,21,2025-07-01 10:21:56.036966,1.82,529.05
tank_overflow,high,483,2025-07-01 11:09:46.036966,15.09,11053.9
abnormal_infrastructure,low,13,2025-07-01 12:01:50.036966,1.06,298.24
power_outage,critical,2673,2025-07-01 12:13:28.036966,28.1,50844.82
power_overload,high,434,2025-07-01 13:46:13.036966,17.26,14567.01
power_outage,high,337,2025-07-01 13:51:11.036966,13.43,12360.43
tank_overflow,medium,33,2025-07-01 14:50:46.036966,3.12,1299.9
power_outage,low,19,2025-07-01 15:42:19.036966,1.0,399.55
power_outage,high,576,2025-07-01 16:41:25.036966,20.34,18613.98
tank_overflow,high,385,2025-07-01 16:53:55.036966,27.95,20322.82
water_pressure_drop,critical,1088,2025-07-01 17:32:32.036966,26.04,28338.78
abnormal_infrastructure,medium,89,2025-07-01 17:55:13.036966,6.14,2083.77
power_overload,low,30,2025-07-01 17:56:30.036966,1.03,370.07
water_shortage,high,579,2025-07-01 18:27:44.036966,17.77,11878.01
water_shortage,high,597,2025-07-01 18:37:46.036966,13.53,9109.74
abnormal_infrastructure,high,193,2025-07-01 18:56:28.036966,14.86,9060.18
water_pressure_drop,high,459,2025-07-01 20:20:58.036966,21.95,12006.08
abnormal_infrastructure,high,199,2025-07-01 21:17:39.036966,5.87,3715.12
water_shortage,critical,3082,2025-07-01 22:48:00.036966,62.87,83172.17
power_outage,low,31,2025-07-01 22:56:16.036966,3.9,1134.24
power_overload,high,487,2025-07-01 22:59:16.036966,9.93,8576.41
power_outage,critical,2695,2025-07-01 23:25:51.036966,39.72,71929.27
power_overload,critical,2396,2025-07-01 23:32:08.036966,124.72,209648.42
power_overload,high,274,2025-07-02 00:11:44.036966,17.14,14717.44
power_overload,low,25,2025-07-02 01:12:58.036966,2.16,520.44
water_shortage,high,259,2025-07-02 02:00:24.036966,14.79,10069.67
power_overload,critical,1699,2025-07-02 02:12:14.036966,39.64,66738.14
abnormal_infrastructure,medium,64,2025-07-02 02:53:06.036966,4.6,1554.65
water_pressure_drop,critical,1139,2025-07-02 03:01:15.036966,48.08,52307.93
water_shortage,high,253,2025-07-02 03:28:07.036966,31.3,20884.15
power_outage,medium,45,2025-07-02 04:15:26.036966,4.13,1975.29
tank_overflow,high,190,2025-07-02 05:30:59.036966,10.27,7554.93
tank_overflow,critical,2231,2025-07-02 05:55:42.036966,33.15,47948.37
water_pressure_drop,low,20,2025-07-02 07:30:36.036966,1.05,479.29
tank_overflow,critical,989,2025-07-02 07:47:24.036966,14.6,21161.99
power_outage,low,30,2025-07-02 07:56:41.036966,2.36,883.26
abnormal_infrastructure,medium,25,2025-07-02 08:01:34.036966,4.5,1743.49
abnormal_infrastructure,low,5,2025-07-02 08:32:00.036966,1.79,471.85
water_shortage,critical,883,2025-07-02 09:31:54.036966,121.99,161113.15
power_outage,high,352,2025-07-02 10:34:30.036966,16.39,15054.24
tank_overflow,critical,2490,2025-07-02 11:57:01.036966,26.5,38346.91
tank_overflow,low,15,2025-07-02 12:48:58.036966,1.3,494.74
power_outage,critical,2452,2025-07-02 13:19:32.036966,25.75,46441.07
abnormal_infrastructure,high,253,2025-07-02 13:26:00.036966,20.17,12443.3
abnormal_infrastructure,low,20,2025-07-02 13:58:06.036966,1.53,310.23
water_shortage,high,229,2025-07-02 15:33:08.036966,19.69,13117.03
power_overload,medium,80,2025-07-02 16:49:02.036966,2.86,1314.4
power_outage,low,30,2025-07-02 16:55:11.036966,1.4,607.52
water_shortage,critical,3123,2025-07-02 17:58:19.036966,72.86,96345.12
abnormal_infrastructure,medium,81,2025-07-02 18:23:33.036966,3.85,1384.94
water_shortage,critical,2335,2025-07-02 18:38:39.036966,48.14,63677.87
water_shortage,critical,1551,2025-07-02 18:42:58.036966,143.93,190363.69
water_pressure_drop,critical,1956,2025-07-02 20:29:36.036966,65.27,70724.19
water_pressure_drop,critical,1919,2025-07-02 21:24:57.036966,17.92,19527.27
power_outage,critical,2214,2025-07-02 22:05:14.036966,73.33,132280.34
water_pressure_drop,medium,78,2025-07-02 22:11:27.036966,2.31,767.62
water_shortage,low,42,2025-07-02 23:27:57.036966,1.79,562.54
water_pressure_drop,medium,68,2025-07-02 23:52:00.036966,2.81,1122.25
power_outage,critical,3327,2025-07-03 01:07:57.036966,54.69,98555.61
water_shortage,high,538,2025-07-03 03:10:46.036966,27.46,18853.04
power_overload,high,467,2025-07-03 04:05:31.036966,15.43,13155.49
tank_overflow,low,24,2025-07-03 06:24:17.036966,1.93,630.55
water_pressure_drop,critical,1134,2025-07-03 06:28:22.036966,17.94,19472.63
power_overload,low,22,2025-07-03 06:38:38.036966,2.16,745.4
water_pressure_drop,critical,1110,2025-07-03 08:39:02.036966,34.79,37872.45
tank_overflow,medium,33,2025-07-03 09:03:50.036966,1.93,1200.35
power_overload,critical,564,2025-07-03 09:24:27.036966,66.87,112648.04
water_pressure_drop,critical,972,2025-07-03 09:48:45.036966,60.83,65767.32
power_overload,critical,1663,2025-07-03 10:28:12.036966,36.06,60752.15
tank_overflow,high,320,2025-07-03 10:37:24.036966,11.38,8339.36
water_shortage,low,30,2025-07-03 11:15:17.036966,1.53,320.79
abnormal_infrastructure,low,23,2025-07-03 11:23:51.036966,1.94,468.86
water_shortage,low,27,2025-07-03 12:14:20.036966,1.71,405.22
water_shortage,low,18,2025-07-03 12:17:19.036966,1.21,493.78
power_outage,medium,159,2025-07-03 12:18:25.036966,4.57,2200.35
water_shortage,critical,2443,2025-07-03 13:02:29.036966,128.5,170012.35
power_outage,high,607,2025-07-03 13:31:57.036966,17.2,15598.12
water_shortage,medium,99,2025-07-03 14:04:07.036966,4.91,1728.55
abnormal_infrastructure,critical,2324,2025-07-03 15:54:01.036966,37.9,45654.01
tank_overflow,low,6,2025-07-03 21:22:20.036966,1.19,351.54
abnormal_infrastructure,high,172,2025-07-03 22:44:35.036966,40.21,24322.91
power_outage,high,451,2025-07-03 23:59:59.036966,6.75,6278.91
power_overload,medium,71,2025-07-04 00:35:04.036966,4.32,1918.6
abnormal_infrastructure,low,12,2025-07-04 00:53:31.036966,1.78,720.15
abnormal_infrastructure,high,440,2025-07-04 01:02:02.036966,9.89,6129.51
power_outage,high,619,2025-07-04 01:53:59.036966,19.2,17340.82
abnormal_infrastructure,medium,47,2025-07-04 03:00:24.036966,5.24,1858.13
power_overload,low,5,2025-07-04 03:09:21.036966,1.55,517.77
abnormal_infrastructure,medium,120,2025-07-04 03:58:00.036966,3.97,1401.43
tank_overflow,medium,58,2025-07-04 06:10:26.036966,2.44,1162.7
tank_overflow,critical,903,2025-07-04 06:51:52.036966,25.41,36803.77
water_shortage,medium,79,2025-07-04 08:09:29.036966,8.68,3156.69
tank_overflow,medium,35,2025-07-04 08:39:46.036966,3.15,1362.77
water_shortage,low,10,2025-07-04 11:00:27.036966,1.06,442.79
abnormal_infrastructure,medium,33,2025-07-04 11:53:20.036966,4.84,1578.43
abnormal_infrastructure,low,5,2025-07-04 12:43:58.036966,1.76,575.73
abnormal_infrastructure,low,11,2025-07-04 13:07:53.036966,2.08,477.01
abnormal_infrastructure,high,490,2025-07-04 14:21:24.036966,7.09,4371.26
power_overload,critical,2043,2025-07-04 14:26:40.036966,64.67,108815.86
water_shortage,critical,1039,2025-07-04 14:54:21.036966,20.83,27551.68
water_pressure_drop,low,26,2025-07-04 15:20:11.036966,1.46,556.72
tank_overflow,low,25,2025-07-04 15:43:33.036966,1.2,424.96
water_pressure_drop,critical,419,2025-07-04 16:44:15.036966,26.65,28912.65
water_pressure_drop,medium,89,2025-07-04 18:08:02.036966,1.94,667.19
water_pressure_drop,low,24,2025-07-04 18:29:38.036966,0.87,368.96
water_shortage,critical,2310,2025-07-04 19:02:39.036966,50.61,66956.45
tank_overflow,high,144,2025-07-04 20:09:18.036966,16.62,12180.8
abnormal_infrastructure,high,221,2025-07-04 22:34:29.036966,10.73,6859.26
power_outage,critical,3622,2025-07-05 00:37:33.036966,80.7,145364.79
power_outage,medium,45,2025-07-05 00:53:11.036966,5.47,2555.57
power_outage,high,675,2025-07-05 01:20:14.036966,10.9,10094.93
water_pressure_drop,high,177,2025-07-05 01:45:14.036966,5.96,3426.3
water_pressure_drop,high,297,2025-07-05 01:55:51.036966,4.71,2718.44
power_overload,low,12,2025-07-05 02:32:40.036966,1.14,493.14
abnormal_infrastructure,high,186,2025-07-05 03:09:38.036966,6.09,3877.61
tank_overflow,critical,2296,2025-07-05 03:13:16.036966,21.46,31022.14
water_pressure_drop,low,13,2025-07-05 04:03:39.036966,0.92,351.01
power_overload,medium,34,2025-07-05 04:16:20.036966,7.46,3368.33
tank_overflow,low,8,2025-07-05 04:17:05.036966,0.92,530.73
abnormal_infrastructure,high,318,2025-07-05 04:21:12.036966,7.7,4954.37
tank_overflow,high,358,2025-07-05 04:36:43.036966,4.6,3664.29
water_pressure_drop,low,24,2025-07-05 05:26:41.036966,1.33,444.15
power_outage,critical,2854,2025-07-05 05:52:07.036966,80.36,144780.54
tank_overflow,high,337,2025-07-05 05:55:51.036966,3.68,2995.76
power_outage,medium,67,2025-07-05 06:42:37.036966,2.96,1451.75
abnormal_infrastructure,critical,988,2025-07-05 07:58:19.036966,112.26,134897.52
water_shortage,medium,180,2025-07-05 09:49:21.036966,5.99,2284.16
power_overload,medium,112,2025-07-05 10:31:05.036966,5.19,2468.71
power_outage,critical,616,2025-07-05 10:34:29.036966,65.02,117186.83
tank_overflow,low,9,2025-07-05 11:47:36.036966,1.09,379.77
power_overload,high,327,2025-07-05 11:57:07.036966,10.48,9050.48
tank_overflow,critical,2088,2025-07-05 13:26:20.036966,29.7,43012.99
power_overload,medium,70,2025-07-05 13:37:59.036966,6.23,2783.99
power_overload,high,300,2025-07-05 13:46:43.036966,13.94,12110.15
power_outage,medium,157,2025-07-05 14:02:25.036966,5.8,2880.21
power_outage,critical,1366,2025-07-05 14:04:04.036966,73.75,132861.98
power_overload,high,270,2025-07-05 15:01:03.036966,11.41,9800.35
tank_overflow,high,262,2025-07-05 15:36:29.036966,12.77,9434.4
abnormal_infrastructure,critical,1394,2025-07-05 15:53:53.036966,14.76,17967.87
power_overload,high,439,2025-07-05 16:19:41.036966,11.49,9828.92
water_pressure_drop,low,8,2025-07-05 16:36:04.036966,1.22,443.56
power_overload,low,5,2025-07-05 16:45:23.036966,2.5,793.81
water_pressure_drop,critical,1022,2025-07-05 17:50:20.036966,53.42,58232.51
water_shortage,high,520,2025-07-05 18:49:56.036966,15.37,10352.87
power_outage,low,34,2025-07-05 19:04:25.036966,1.24,582.28
power_outage,high,262,2025-07-05 20:08:52.036966,18.75,17118.62
power_overload,low,24,2025-07-05 20:15:41.036966,1.45,456.51
power_overload,high,274,2025-07-05 20:45:39.036966,9.44,8205.94
tank_overflow,medium,113,2025-07-05 21:34:44.036966,4.44,1673.68
power_overload,low,11,2025-07-05 21:39:28.036966,1.6,449.07
power_outage,critical,2457,2025-07-05 22:02:40.036966,37.14,66984.6
abnormal_infrastructure,high,435,2025-07-05 23:15:41.036966,6.02,3745.58
abnormal_infrastructure,low,12,2025-07-06 00:11:46.036966,1.04,304.81
tank_overflow,high,479,2025-07-06 00:19:23.036966,8.48,6320.47
power_overload,low,6,2025-07-06 00:52:28.036966,1.7,648.96
water_pressure_drop,high,440,2025-07-06 01:20:09.036966,5.37,2970.93
tank_overflow,low,26,2025-07-06 01:57:46.036966,1.36,425.59
water_pressure_drop,high,103,2025-07-06 02:39:00.036966,6.67,3764.86
abnormal_infrastructure,high,406,2025-07-06 03:13:54.036966,42.45,25623.37
water_pressure_drop,low,28,2025-07-06 04:04:49.036966,0.79,323.07
power_outage,medium,163,2025-07-06 04:10:33.036966,4.79,2622.07
abnormal_infrastructure,medium,54,2025-07-06 04:24:08.036966,7.83,2500.64
abnormal_infrastructure,medium,119,2025-07-06 05:06:11.036966,6.27,1964.67
tank_overflow,low,29,2025-07-06 06:22:45.036966,1.12,381.69
water_shortage,high,340,2025-07-06 07:49:03.036966,18.66,12561.22
power_overload,critical,1495,2025-07-06 07:53:01.036966,57.33,96436.16
tank_overflow,medium,45,2025-07-06 08:06:16.036966,3.32,1419.78
tank_overflow,low,15,2025-07-06 09:49:32.036966,1.97,545.78
tank_overflow,low,16,2025-07-06 10:15:28.036966,1.47,494.68
tank_overflow,critical,2020,2025-07-06 11:06:31.036966,92.95,134103.25
tank_overflow,high,318,2025-07-06 13:41:11.036966,4.45,3312.13
power_outage,critical,1456,2025-07-06 13:50:17.036966,91.49,165074.55
